links	links-href	title	smalltitle	address	locationlink	locationlink-href	prise	details
Nationaal ArchiefDEN HAAGDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Nationaal+Archief/Nationaal+Archief.aspx	Nationaal Archief DEN HAAG			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0DEN+HAAG%4052.081128,4.326427&hl=nl&ie=UTF8&t=m&om=1&z=12"		
MariniersmuseumROTTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Mariniersmuseum/Mariniersmuseum.aspx	Mariniersmuseum ROTTERDAM						"Ervaar de belevenissen van het Korps Mariniers midden in het Maritieme District! In Rotterdam, vlakbij de Markthal, pal naast de Oude Haven en het iconische Witte Huis, maak je kennis met een bijzondere elite eenheid, het Korps Mariniers. De mariniers zijn onze zeesoldaten, die vechten op de grens van land en water. En dat al sinds 1665. Bijzondere verhalen en beeldmateriaal van over de hele wereld geven een persoonlijke inkijk in het dagelijks leven van de marinier terwijl zij zich inzetten voor vrede en veiligheid. Bekijk beeldmateriaal dat de mariniers zelf hebben gemaakt met helmcamera’s. Zonder filters, geen censuur, gewoon zoals zij hun werk ervaren. Of beleef de meidagen van 1940 door de ogen van de Zwarte Duivels."
Huis ZypendaalARNHEMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Huis+Zypendaal/Huis+Zypendaal.aspx	Huis Zypendaal ARNHEM	ARNHEM					
Heerenveen Museum HEERENVEENDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Heerenveen+Museum+/Heerenveen+Museum.aspx	Heerenveen Museum  HEERENVEEN			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0HEERENVEEN%4052.9565,5.9274&hl=nl&ie=UTF8&t=m&om=1&z=12"		
Museum NijkerkNIJKERKDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+Nijkerk/Museum+Nijkerk.aspx	Museum Nijkerk NIJKERK	NIJKERK					
Museum Rotterdam ROTTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+Rotterdam+/Museum+Rotterdam+.aspx	Museum Rotterdam  ROTTERDAM		"Rodezand 26
3011AN  ROTTERDAM
				            010 2176767"				
Cube Design MuseumKERKRADEDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Cube+Design+Museum/Cube+design+museum.aspx	Cube Design Museum KERKRADE		"Museumplein 2
6461MA  KERKRADE
				            045 - 56 70 809"				
Museum Rotterdam ROTTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+Rotterdam+/Museum+Rotterdam+.aspx	Museum Rotterdam  ROTTERDAM					Museumkaart	
JenevermuseumSCHIEDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Jenevermuseum/Nationaal+Jenevermuseum+Schiedam.aspx	Jenevermuseum SCHIEDAM					Museumkaart	
Museum HindeloopenHINDELOOPENDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+Hindeloopen/Museum+Hindeloopen.aspx	Museum Hindeloopen HINDELOOPEN	HINDELOOPEN					
Kempenmuseum De Acht ZalighedeEERSELDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Kempenmuseum+De+Acht+Zaligheden/Kempenmuseum+De+Acht+Zaligheden.aspx	Kempenmuseum De Acht Zaligheden EERSEL					Museumkaart	
Stichting De NollenDEN HELDERDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Stichting+De+Nollen/Project+De+Nollen.aspx	Stichting De Nollen DEN HELDER	DEN HELDER					
Nationaal Vlasserij-SuikermuseKLUNDERTDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Nationaal+Vlasserij-Suikermuseum/Nationaal+Vlasserij-Suikermuseum.aspx	Nationaal Vlasserij-Suikermuseum KLUNDERT	KLUNDERT					
MicropiaAMSTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Micropia/Micropia.aspx	Micropia AMSTERDAM						"Micropia toont het machtigste, meest succesvolle en tegelijk kleinste leven op aarde: microben. Ieder mens draagt anderhalve kilo microben met zich mee. Micro-organismen zijn overal en bepalen hoe onze wereld eruitziet. Ervaar met speciaal voor Micropia ontwikkelde 3D-kijkers, hoe levende microben bewegen, eten en zich voortplanten. Navigeer door de habitat van extremofielen: microben die kunnen leven onder de meest barre omstandigheden. En leer met een bodyscan je eigen micro-organismen kennen. Na een bezoek aan Micropia kijk je nooit meer hetzelfde naar jezelf en naar de wereld.
! Adviesleeftijd: vanaf 8 jaar"
Hermitage AmsterdamAMSTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Hermitage+Amsterdam/Hermitage+Amsterdam.aspx	Hermitage Amsterdam AMSTERDAM	AMSTERDAM					
Amsterdam Pipe MuseumAMSTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Amsterdam+Pipe+Museum/Amsterdam+Pipe+Museum.aspx	Amsterdam Pipe Museum AMSTERDAM		"Prinsengracht 488
1017KH  AMSTERDAM
				            (020) 421 17 79"				
Museum DorestadWIJK BIJ DUURSTEDEDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+Dorestad/Museum+Dorestad.aspx	Museum Dorestad WIJK BIJ DUURSTEDE	WIJK BIJ DUURSTEDE					
Huis ZypendaalARNHEMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Huis+Zypendaal/Huis+Zypendaal.aspx	Huis Zypendaal ARNHEM		"Zypendaalseweg 44
6801HA  ARNHEM
				            026 – 364 4645"				
Tassenmuseum HendrikjeAMSTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Tassenmuseum+Hendrikje/Tassenmuseum+Hendrikje.aspx	Tassenmuseum Hendrikje AMSTERDAM						"In een oude burgemeesterswoning uit 1664 huist het grootste tassenmuseum ter wereld. Het toont 500 jaar tassengeschiedenis: van een geitenleren buidel uit de 16e eeuw tot de tas van Madonna. De collectie bestaat uit ruim 5.000 objecten, waaronder buidels, dijzakken, aalmoezentassen, schooltassen, en hand- en schoudertassen van bekende modehuizen en ontwerpers als Chanel en Louis Vuitton. Achter elke tas zit een verhaal, blijkt uit de vaste opstelling. Elk half jaar presenteert het museum een bijzondere tijdelijke tentoonstelling. Ook zijn er kleine exposities met werk van hedendaagse tassenontwerpers uit binnen- en buitenland."
Stadsmuseum DoetinchemDOETINCHEMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Stadsmuseum+Doetinchem/Stadsmuseum+Doetinchem.aspx	Stadsmuseum Doetinchem DOETINCHEM	DOETINCHEM					
Hermitage AmsterdamAMSTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Hermitage+Amsterdam/Hermitage+Amsterdam.aspx	Hermitage Amsterdam AMSTERDAM						"De Hermitage Amsterdam toont de collectie van een van de beroemdste en grootste musea ter wereld: de Hermitage in St.-Petersburg. Het museum van de tsaren, met meer dan 3 miljoen kunstwerken. In Amsterdam worden die nu toegankelijk voor elke liefhebber. Ieder half jaar is er een nieuwe spraakmakende tentoonstelling.
Foto: Janiek Dam"
Het Nieuwe InstituutROTTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Het+Nieuwe+Instituut/Het+Nieuwe+Instituut.aspx	Het Nieuwe Instituut ROTTERDAM		"Museumpark 25
3015CB  ROTTERDAM
				            010-4401200"				
Touwmuseum 'De Baanschuur'OUDEWATERDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Touwmuseum+%27De+Baanschuur%27/Touwmuseum+De+Baanschuur.aspx	Touwmuseum 'De Baanschuur' OUDEWATER						"In het historische centrum van Oudewater - in de Reijersteeg - is het Touwmuseum gevestigd in een authentieke baanschuur, een schuur waar eeuwen geleden touw werd gemaakt. Natuurlijk zijn er oude gereedschappen te zien, maar er staat ook een echte oude lijnbaan van Touwfabriek G. van der Lee in Oudewater. Daarmee kun je als bezoeker een eigen (spring)touw maken. Met behulp van veel originele en historische attributen, fotomateriaal en films wordt de fabricage van touw op een levendige wijze weergegeven, net als de toepassing ervan. Het museum is in 2015 geheel vernieuwd en vergroot voor nog meer (touw)plezier."
Dit museum is kidsproofTeylers MuseumHAARLEMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Teylers+Museum/Teylers+Museum.aspx	Teylers Museum HAARLEM					Museumkaart	
Museum BussemakerhuisBORNEDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+Bussemakerhuis/Museum+Bussemakerhuis.aspx	Museum Bussemakerhuis BORNE			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0BORNE%4052.2993296,6.7606359&hl=nl&ie=UTF8&t=m&om=1&z=12"		
Tassenmuseum HendrikjeAMSTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Tassenmuseum+Hendrikje/Tassenmuseum+Hendrikje.aspx	Tassenmuseum Hendrikje AMSTERDAM	AMSTERDAM					
Museum In 't Houten HuisDE RIJPDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+In+%27t+Houten+Huis/Museum+In+%27t+Houten+Huis.aspx	Museum In 't Houten Huis DE RIJP					Museumkaart	
Brabants Museum Oud OosterhoutOOSTERHOUTDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Brabants+Museum+Oud+Oosterhout/Brabants+Museum+Oud+Oosterhout.aspx	Brabants Museum Oud Oosterhout OOSTERHOUT					Museumkaart	
Museumstoomtram Hoorn-MedembliHOORNDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museumstoomtram+Hoorn-Medemblik/Museumstoomtram+Hoorn-Medemblik.aspx	Museumstoomtram Hoorn-Medemblik HOORN	HOORN					
De Casteelse PoortWAGENINGENDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/De+Casteelse+Poort/Historisch+Museum+De+Casteelse+Poort.aspx	De Casteelse Poort WAGENINGEN						"De Casteelse Poort is het cultuurhistorisch centrum van Wageningen. Het museum geeft een boeiend verslag van het ontstaan van het stadje aan de Rijn. Met maquettes, schilderijen, foto’s en oude voorwerpen. De Casteelse Poort presenteert naast tijdelijke tentoonstellingen twee permanente exposities. In De geschiedenis van Wageningen komt 5.000 jaar plaatselijke historie aan bod. Met aandacht voor de rijkslandbouwschool. Door haar strategisch belangrijke plek kende Wageningen veel oorlogsgeweld. In de Tweede Wereldoorlog stond ze in de vuurlinie. Maar hier werd ook de vrede getekend. Deze periode wordt belicht in De Vrede van Wageningen 1945."
Gemeentemuseum Den HaagDEN HAAGDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Gemeentemuseum+Den+Haag/Gemeentemuseum+Den+Haag.aspx	Gemeentemuseum Den Haag DEN HAAG	DEN HAAG					
MariniersmuseumROTTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Mariniersmuseum/Mariniersmuseum.aspx	Mariniersmuseum ROTTERDAM		"Wijnhaven 7-13
3011WH  ROTTERDAM
				            010 4129600"				
Museum SchoklandSCHOKLANDDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+Schokland/Museum+Schokland.aspx	Museum Schokland SCHOKLAND						"Museum Schokland staat op de Middelbuurt, één van de laatste woonterpen van Schokland. Het voormalig eiland staat op de Werelderfgoedlijst van Unesco. Het is een bijzondere plek, zoals het museum ook duidelijk maakt.
Het museum is gevestigd in een verzameling gebouwen rond een historisch kerkje. De houten gebouwen zijn kenmerkend voor het vroegere Zuiderzeegebied. In hun verstilde omgeving ademen ze een sfeer die bezoekers zich lang zullen herinneren. De collectie is veelzijdig en gevarieerd. Gesteenten en fossielen vertellen de ontstaansgeschiedenis van het gebied. Kolossale zwerfkeien zijn overblijfselen van de ijstijden, toen er nog mammoeten waren."
Dit museum is kidsproofGeoFortHERWIJNENDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/GeoFort/Geofort.aspx	GeoFort HERWIJNEN			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0HERWIJNEN%4051.86628,5.125381&hl=nl&ie=UTF8&t=m&om=1&z=12"		
Museum Willet-HolthuysenAMSTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+Willet-Holthuysen/Museum+Willet-Holthuysen.aspx	Museum Willet-Holthuysen AMSTERDAM						"In de 19e eeuw was dit gebouw aan Herengracht 605 het woonhuis van Abraham Willet en zijn echtgenote Louisa Willet-Holthuysen. Nu is het een museum waar te zien is hoe rijke Amsterdammers vroeger woonden. De indrukwekkende balzaal, de eetkamer, de tuinkamer en de gang op de bel-etage tonen hoe de rijke familie Willet leefde. Andere kamers zijn ingericht als 18e en 19e-eeuwse interieurs uit vergelijkbare grachtenhuizen. Een voorbeeld is de romantische slaapkamer op de eerste verdieping. In het museum is ook de bijzondere collectie van Abraham Willet te zien. Behalve schilderijen verzamelde hij onder meer keramiek, glaswerk, meubelen en beelden."
Kempenmuseum De Acht ZalighedeEERSELDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Kempenmuseum+De+Acht+Zaligheden/Kempenmuseum+De+Acht+Zaligheden.aspx	Kempenmuseum De Acht Zaligheden EERSEL		"Kapelweg  2
5521JJ  EERSEL
				            0497 - 51 56 49"				
Katwijks MuseumKATWIJK AAN ZEEDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Katwijks+Museum/Katwijks+Museum.aspx	Katwijks Museum KATWIJK AAN ZEE						"Het Katwijks Museum combineert een bijzondere internationale collectie schilderijen met een fraaie verzameling lokale en streekgebonden bezienswaardigheden. Natuurlijk ontbreekt ook de visserij niet. Het museum heeft een flinke schilderijencollectie uit de kunstenaarskolonie die in het begin van de 20ste eeuw in Katwijk ontstond. In de monumentale rederswoning bevinden zich de herenkamer van de reder en het boudoir van de redersvrouw, ingericht met het authentieke interieur. Een pronkstuk is de Kaart van (Konrad) Peutinger, een middeleeuwse kopie van een Romeinse reiskaart. Die toont aan dat Katwijk ooit een belangrijke Romeinse vesting was."
Het Noordbrabants Museum'S HERTOGENBOSCHDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Het+Noordbrabants+Museum/Het+Noordbrabants+Museum.aspx	Het Noordbrabants Museum 'S HERTOGENBOSCH		"Verwersstraat 41
5211HT  'S HERTOGENBOSCH
				            073 - 68 77 877"				
Museum BrediusDEN HAAGDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+Bredius/Museum+Bredius.aspx	Museum Bredius DEN HAAG		"Lange Vijverberg 14
2513AC  DEN HAAG
				            070 3620729"				
Stedelijk Museum 's Hertogenbo'S HERTOGENBOSCHDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Stedelijk+Museum+%27s+Hertogenbosch/Stedelijk+Museum+s-Hertogenbosch.aspx	Stedelijk Museum 's Hertogenbosch 'S HERTOGENBOSCH			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0%27S+HERTOGENBOSCH%4051.686084,5.303821&hl=nl&ie=UTF8&t=m&om=1&z=12"		
MicropiaAMSTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Micropia/Micropia.aspx	Micropia AMSTERDAM	AMSTERDAM					
Dit museum is kidsproofTechniekmuseum HEIMHENGELODit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Techniekmuseum+HEIM/Techniekmuseum+HEIM.aspx	Techniekmuseum HEIM HENGELO					Museumkaart	
Dit museum is kidsproofGeoFortHERWIJNENDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/GeoFort/Geofort.aspx	GeoFort HERWIJNEN		"Nieuwe Steeg 74
4171KG  HERWIJNEN
				            0345 - 630480"				
Instituut Collectie KropSTEENWIJKDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Instituut+Collectie+Krop/Instituut+Hildo+Krop.aspx	Instituut Collectie Krop STEENWIJK	STEENWIJK					
Museum BussemakerhuisBORNEDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+Bussemakerhuis/Museum+Bussemakerhuis.aspx	Museum Bussemakerhuis BORNE		"Ennekerdijk 11
7622 ED  BORNE
				            (074) 266 96 36"				
Museum NijkerkNIJKERKDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+Nijkerk/Museum+Nijkerk.aspx	Museum Nijkerk NIJKERK			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0NIJKERK%4052.2220207,5.4834549&hl=nl&ie=UTF8&t=m&om=1&z=12"		
Museum Stad AppingedamAPPINGEDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+Stad+Appingedam/Museum+Stad+Appingedam.aspx	Museum Stad Appingedam APPINGEDAM						Appingedam is naast Groningen de enige stad in de provincie Groningen van middeleeuwse oorsprong. In een monumentaal dubbelpand vertelt Museum Stad Appingedam over de geschiedenis en ontwikkeling van deze stad. De permanente opstelling beslaat enkele ruimtes van het museum. In de 19e-eeuwse kamer over de elitecultuur laat het museum zijn zilver- en porceleincollectie zien. Een historische slaapkooi bevindt zich in de 17e-eeuwse kamer. De middeleeuwse kelder toont bouwsporen van voor de 13e eeuw. In de tweede kelder bevindt zich de collectie van de Damster koperslager P.T. Houwerzijl. De andere zalen gebruikt het museum voor tijdelijke exposities.
Tassenmuseum HendrikjeAMSTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Tassenmuseum+Hendrikje/Tassenmuseum+Hendrikje.aspx	Tassenmuseum Hendrikje AMSTERDAM		"Herengracht 573
1017CD  AMSTERDAM
				            020 5246452"				
Dit museum is kidsproofTechniekmuseum HEIMHENGELODit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Techniekmuseum+HEIM/Techniekmuseum+HEIM.aspx	Techniekmuseum HEIM HENGELO	HENGELO					
Natuurmuseum NijmegenNIJMEGENDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Natuurmuseum+Nijmegen/Natuurmuseum+Nijmegen.aspx	Natuurmuseum Nijmegen NIJMEGEN	NIJMEGEN					
Heerenveen Museum HEERENVEENDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Heerenveen+Museum+/Heerenveen+Museum.aspx	Heerenveen Museum  HEERENVEEN					Museumkaart	
Museum SchoklandSCHOKLANDDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+Schokland/Museum+Schokland.aspx	Museum Schokland SCHOKLAND		"Middelbuurt 3
8319AB  SCHOKLAND
				            0527 - 251396"				
Dit museum is kidsproofNatura Docet Wonderryck TwenteDENEKAMPDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Natura+Docet+Wonderryck+Twente/Natura+Docet+Wonderryck+Twente.aspx	Natura Docet Wonderryck Twente DENEKAMP	DENEKAMP					
Museum de FundatieZWOLLEDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+de+Fundatie/Museum+de+Fundatie+Zwolle.aspx	Museum de Fundatie ZWOLLE					Museumkaart	
HeksenwaagOUDEWATERDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Heksenwaag/Heksenwaag.aspx	Heksenwaag OUDEWATER	OUDEWATER					
Dit museum is kidsproofMuseum VolkenkundeLEIDENDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+Volkenkunde/Museum+Volkenkunde.aspx	Museum Volkenkunde LEIDEN					Museumkaart	
Dit museum is kidsproofNatura Docet Wonderryck TwenteDENEKAMPDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Natura+Docet+Wonderryck+Twente/Natura+Docet+Wonderryck+Twente.aspx	Natura Docet Wonderryck Twente DENEKAMP					Museumkaart	
Brabants Museum Oud OosterhoutOOSTERHOUTDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Brabants+Museum+Oud+Oosterhout/Brabants+Museum+Oud+Oosterhout.aspx	Brabants Museum Oud Oosterhout OOSTERHOUT	OOSTERHOUT					
Museum Rotterdam ROTTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+Rotterdam+/Museum+Rotterdam+.aspx	Museum Rotterdam  ROTTERDAM			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0ROTTERDAM%4051.9220608,4.4808913&hl=nl&ie=UTF8&t=m&om=1&z=12"		
Kasteel HernenHERNENDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Kasteel+Hernen/Kasteel+Hernen.aspx	Kasteel Hernen HERNEN		"Dorpsstraat 40
6616AH  HERNEN
				            0487 – 531976"				
Stadsmuseum SteenwijkSTEENWIJKDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Stadsmuseum+Steenwijk/Stadsmuseum+Steenwijk.aspx	Stadsmuseum Steenwijk STEENWIJK	STEENWIJK					
Kasteel HernenHERNENDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Kasteel+Hernen/Kasteel+Hernen.aspx	Kasteel Hernen HERNEN	HERNEN					
De LooierijDONGENDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/De+Looierij/Museum+De+Looierij.aspx	De Looierij DONGEN			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0DONGEN%4051.6237322,4.9331623&hl=nl&ie=UTF8&t=m&om=1&z=12"		
Het Noordbrabants Museum'S HERTOGENBOSCHDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Het+Noordbrabants+Museum/Het+Noordbrabants+Museum.aspx	Het Noordbrabants Museum 'S HERTOGENBOSCH			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0%27S+HERTOGENBOSCH%4051.6865776,5.3047164&hl=nl&ie=UTF8&t=m&om=1&z=12"		
Dit museum is kidsproofKoninklijk Paleis AmsterdamAMSTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Koninklijk+Paleis+Amsterdam/Koninklijk+Paleis+A%27dam.aspx	Koninklijk Paleis Amsterdam AMSTERDAM	AMSTERDAM					
Nationaal ArchiefDEN HAAGDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Nationaal+Archief/Nationaal+Archief.aspx	Nationaal Archief DEN HAAG					Museumkaart	
Kempenmuseum De Acht ZalighedeEERSELDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Kempenmuseum+De+Acht+Zaligheden/Kempenmuseum+De+Acht+Zaligheden.aspx	Kempenmuseum De Acht Zaligheden EERSEL						"In Eersel aan de Kapelweg vindt u een prachtige 100 jaar oude langgevelboerderij. Hier is het pareltje van de Kempen gevestigd. De authentieke boerderij met heerlijke moestuin, geurige kruidentuin en rustgevende boomgaard toont het leven van de Contente mens. Deze ontwikkelde zich in de loop der jaren van keuterboer tot agrarisch manager en van smokkelaar tot sigarenindustrieel. Ontdek de boeren woning, zoek de schuilkelder, bewonder de tentoonstellingen en wordt ondergedompeld in het leven van een eeuw geleden. Dit prachtige verhaal van de Kempische mens wordt op een interactieve wijze verteld, maar u kunt zelf ook aan de slag. Maak een sigaar op authentieke wijze of test de Oudhollandse spelen in de buitenlucht of in het ‘Speulhuis’. Houd de kalender in de gaten, door het jaar heen zijn er allerlei leuke activiteiten en evenementen."
Het Nieuwe InstituutROTTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Het+Nieuwe+Instituut/Het+Nieuwe+Instituut.aspx	Het Nieuwe Instituut ROTTERDAM						"De huidige tijd wordt gekenmerkt door radicale technologische, economische, culturele en sociale veranderingen. Het Nieuwe Instituut wil, met onder meer architecten, ontwerpers, kunstenaars, makers en ondernemers, kennisinstellingen en culturele organisaties, deze snel veranderende wereld in kaart brengen, zichtbaar maken, ter discussie stellen en delen."
Stadsmuseum DoetinchemDOETINCHEMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Stadsmuseum+Doetinchem/Stadsmuseum+Doetinchem.aspx	Stadsmuseum Doetinchem DOETINCHEM					Museumkaart	
Landbouw-Juttersmuseum 'SwartwBUREN-AMELANDDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Landbouw-Juttersmuseum+%27Swartwoude%27/Juttersmuseum++Swartwoude.aspx	Landbouw-Juttersmuseum 'Swartwoude' BUREN-AMELAND	BUREN-AMELAND					
De Casteelse PoortWAGENINGENDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/De+Casteelse+Poort/Historisch+Museum+De+Casteelse+Poort.aspx	De Casteelse Poort WAGENINGEN	WAGENINGEN					
Kasteel HeeswijkHEESWIJK-DINTHERDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Kasteel+Heeswijk/Kasteel+Heeswijk.aspx	Kasteel Heeswijk HEESWIJK-DINTHER					Museumkaart	
Cultuur-Historisch Museum SorgHOLLUM-AMELANDDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Cultuur-Historisch+Museum+Sorgdrager/Cultuurhistorisch+Museum+Sorgdrager+.aspx	Cultuur-Historisch Museum Sorgdrager HOLLUM-AMELAND					Museumkaart	
Rotterdams Radio MuseumROTTERDAMDe Museumkaart is niet geldig in dit museum	https://www.museumkaart.nl/museum/Rotterdams+Radio+Museum/Rotterdams+Radio+Museum.aspx	Rotterdams Radio Museum ROTTERDAM			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0ROTTERDAM%4051.9422104,4.4796253&hl=nl&ie=UTF8&t=m&om=1&z=12"		
ZoutmuseumDELDENDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Zoutmuseum/Zoutmuseum+Delden.aspx	Zoutmuseum DELDEN					Museumkaart	
Museum de FundatieZWOLLEDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+de+Fundatie/Museum+de+Fundatie+Zwolle.aspx	Museum de Fundatie ZWOLLE						"Het spectaculair verbouwde paleis biedt nu 1000 m2 ruimte voor kunst aan de bezoekers! Het ""Oog"" biedt niet alleen tentoonstellingsruimte maar ook een spectaculair uitzicht. De collectie omvat oude, moderne en hedendaagse kunst, kunstnijverheid, niet-westerse kunst en etnografica. Het museum beheert ook de collectie moderne en hedendaagse kunst van de provincie Overijssel. Belangrijk onderdeel is de collectie Citroen, van kunstenaar en verzamelaar Paul Citroen. Met werk van onder anderen Charley Toorop, Jan Sluyters, Karel Appel, en uiteraard Citroen zelf."
Biesbosch MuseumEilandWERKENDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Biesbosch+MuseumEiland/Biesbosch+MuseumEiland.aspx	Biesbosch MuseumEiland WERKENDAM		"Hilweg  2
4251MT  WERKENDAM
				            0183 - 50 40 09"				
Portugese Synagoge AmsterdamAMSTERDAMDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Portugese+Synagoge+Amsterdam/Portugese+Synagoge.aspx	Portugese Synagoge Amsterdam AMSTERDAM		"Meestervisserplein 3
1011RD  AMSTERDAM
				            020 - 6245351"				
Museum De WiegerDEURNEDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Museum+De+Wieger/Museum+De+Wieger.aspx	Museum De Wieger DEURNE			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0DEURNE%4051.4589458,5.7960702&hl=nl&ie=UTF8&t=m&om=1&z=12"		
Nederlands VolksbuurtmuseumUTRECHTDit museum accepteert de Museumkaart	https://www.museumkaart.nl/museum/Nederlands+Volksbuurtmuseum/Nederlands+Volksbuurtmuseum+.aspx	Nederlands Volksbuurtmuseum UTRECHT			Tonen op kaart	"http://maps.google.nl/maps?q=Locatie%C2%A0van%C2%A0UTRECHT%4052.0952404,5.1147226&hl=nl&ie=UTF8&t=m&om=1&z=12"		
